"For All Companies As of Sep 02, 2025 For All Alberta ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reporting Facility ID,,Facility Subtype,,Surface Location,Location Latitude,Location Longitude,Facility Name,Field or Area,Operator Code,Operator Name,Licence Number,Licence Status,Licence Status Date,Licensee  BA Code,Licensee Name,Licence EDCT,Licence Issue Date,Most Recent Licence Amendment Date,Plant Processes,Raw Gas E3m3/d,Rec Sales Gas E3m3/d,C2 m3/d,C2 Mix m3/d,C3 m3/d,C4 m3/d,LPG Mix m3/d,C5+ m3/d,Sulphur Inlet t/d,Sulphur Recovered t/d,,Max Sulphur Emission Rate t/d,Qtrly Approved Sulphur Rec Eff %,First Volumetric Activity Date,Last Volumetric Activity Date
ABGP0001689,,Gas Plant Sweet,,00/04-22-090-23W5,56.81552,-117.588025,KEYSPAN NORTHSTAR,NORTH STAR,A573,Tourmaline Oil Corp.,F17458    ,Abandoned,8-Sep-15,A543,Sydco Energy Inc.,B020,21-Mar-01,6-Apr-09,,184,,,,,,,,0,,,,,1-Jan-93,1-Nov-09
ABGP0001690,,Gp Sulphur Rcvry,,/01-14-041-15W4,52.523087,-112.047313,HUSKY GALAHAD 1-14,GALAHAD,A7H2,AlphaBow Energy Ltd.,F8669     ,Amended,25-Aug-21,A7H2,AlphaBow Energy Ltd.,D400,19-Mar-01,25-Aug-21,"Regenerative, Acid Gas Injection",160,100,,,,,50,1.2,4.99,,,0,69.7,1-Jan-94,1-Jul-25
ABGP0001691,,Gp Sulphur Rcvry,,/16-31-008-17W4,,,HUSKY TABER SOUTH,TABER SOUTH,A5D4,Cenovus Energy Inc.,,,,,,,,,,,,,,,,,,,,,,,,
ABGP0001692,,Gas Plant Sweet,,/05-01-064-17W5,54.50608,-116.44269,PARAMOUNT KAYBOB,TWO CREEK,0AW4,Paramount Resources Ltd.,F14172    ,Issued,6-Mar-01,0AW4,Paramount Resources Ltd.,B010,6-Mar-01,,,"1,164.00",,,,,,,,,,,,,1-Jan-94,1-Mar-04
ABGP0001693,,Gas Plant Sweet,,/16-12-056-14W5,53.830129,-115.936157,PENGROWTH MCLEOD,MCLEOD,A1GR,Pine Cliff Energy Ltd.,F13105    ,Issued,6-Mar-01,A1GR,Pine Cliff Energy Ltd.,B010,6-Mar-01,,,623,,,,,,,,,,,,,1-Jan-94,1-Jul-25
ABGP0001694,,Gas Plant Sweet,,/06-11-033-18W4,51.814441,-112.451993,SUMMIT CRAIGMYLE,CRAIGMYLE,A7HE,Tallahassee Exploration Inc.,F4484     ,Amended,20-Sep-06,A7HE,Tallahassee Exploration Inc.,B010,21-Mar-01,20-Sep-06,,650,631,0,0,0,0,0,3.5,0,,,,,1-Jan-94,1-Sep-24
ABGP0001695,,Gp Sulphur Rcvry,,/13-30-040-10W4,52.476404,-111.440384,PANCDN PROVOST,PROVOST,A5D4,Cenovus Energy Inc.,F7896     ,Issued,6-Mar-01,A7H2,AlphaBow Energy Ltd.,D400,6-Mar-01,24-Nov-07,"Regenerative, Acid Gas Injection",550,460,0,0,0,0,98,0,12,0,,,95.9,1-Jan-94,1-Mar-17
ABGP0001696,,Gp Acid Gas Flaring,,00/01-18-084-12W6,56.275541,-119.872773,BEAR CANYON 1-18-84-12w6,BOUNDARY LAKE SOUTH,0HE9,Canadian Natural Resources Limited,F17020    ,Abandoned,27-Jan-25,0HE9,Canadian Natural Resources Limited,C300,6-Mar-01,7-Sep-06,,"1,234.00",1232,,,,,,37,0.5,,,0,,1-Jan-94,1-Jul-11
ABGP0001697,,Gas Plant Sweet,,00/10-12-056-17W5,53.826418,-116.388962,SHINNING BANK GAS PLANT,PINE CREEK,0LN5,Ish Energy Ltd.,F13113    ,Amended,8-Sep-05,0LN5,Ish Energy Ltd.,B010,2-Mar-01,26-Aug-06,,680,673,,,,,63,12.8,0,,,,,1-Jan-94,1-Jul-25
ABGP0001698,,Gp Sulphur Rcvry,,/08-14-040-03W4,52.43966,-110.320922,MIDCOAST PROVOST,PROVOST,0YK4,Surge Energy Inc.,F7679     ,Amended,29-Oct-04,0YK4,Surge Energy Inc.,D400,15-Mar-01,24-Nov-07,"Regenerative, Acid Gas Injection",424,405,0,0,0,0,100,7,6.9,0,,,89.7,1-Jan-94,1-Jul-25
ABGP0001699,,Gas Plant Sweet,,00/05-14-036-20W4,52.090613,-112.763344,western facility managmentFENN-BIG VALLEY,FENN-BIG VALLEY,A0C0,Keyera Energy Ltd.,F5594     ,Issued,1-Mar-01,A0C0,Keyera Energy Ltd.,B040,1-Mar-01,26-Aug-06,None,596,,,,,,,,0,,,,,1-Jan-94,1-Jun-01
ABGP0001700,,Gas Plant Frac,,00/13-24-048-07W5,53.161418,-114.900476,Buck Creek Frac Plant,PEMBINA,A31G,Plains Midstream Canada ULC,F10862    ,Amended,14-May-15,A31G,Plains Midstream Canada ULC,B011,13-Feb-01,14-May-15,,0.1,0.1,0,0,2710,0,0,503,0,,,,,1-Jan-91,1-Jul-25
ABGP0001701,,Gas Plant Frac,,00/02-14-055-22W4,53.746778,-113.160459,KEYERA FORT SASK FRAC PLANT,FORT SASKATCHEWAN,A0C0,Keyera Energy Ltd.,F12695    ,Amended,8-Aug-25,A0C0,Keyera Energy Ltd.,D401,1-Mar-01,8-Aug-25,"Regenerative, Acid Gas Flaring",0.01,0.01,4690,15360,11969,8949,,22150,4.4,,,0.99,,1-Jan-91,1-Jul-25
ABGP0001702,,Gas Plant Frac,,/11-20-042-09W4,52.632998,-111.268095,GIBSON HARDISTY,KILLAM,0195,Gibson Energy Inc.,F8917     ,Amended,16-May-24,0195,Gibson Energy Inc.,B011,2-Mar-01,16-May-24,,0,1.08,16.8,1080,334.9,400.6,735.6,327.6,0,,,,,1-Jan-91,1-Jul-25
ABGP0001703,,Gas Plant Frac,,00/02-23-055-22W4,53.759579,-113.155355,Plains Fort Sask Frac Plant,FORT SASKATCHEWAN,A31G,Plains Midstream Canada ULC,F12699    ,Amended,19-Oct-23,A31G,Plains Midstream Canada ULC,D401,1-Mar-01,19-Oct-23,"Both, Acid Gas Flaring",0.01,0.01,0,0,5448,3432,5974,3309,3.27,,,0.98,,1-Jan-92,1-Jul-25
ABGP0001704,,Gas Plant Frac,,/01-04-099-22W5,57.557448,-117.532803,STITTCO KEMP,UNDEFINED,0RM4,Stittco Energy Limited,F17736    ,Abandoned,1-Oct-14,A6RN,Nottingham Midstream Limited,B011,6-Mar-01,,,330,,,,,,,,,,,,,1-Jan-91,1-Apr-13
ABGP0001705,,Gas Plant Frac,,02/03-26-033-06W5,51.85611,-114.75056,TRISOL CAROLINE,CAROLINE,A0TK,AltaGas Ltd.,F4557     ,Amended,4-Nov-08,A2TG,TAQA North Ltd.,B010,7-Dec-00,4-Nov-08,"Regenerative, Acid Gas Flaring","1,352.00",1315,0,0,0,0,145.5,121.5,0,,,,,,
ABGP0001706,,Gas Plant Frac,,/01-13-055-22W4,,,DOW FORT SASKATCHEWAN,FORT SASKATCHEWAN,0F05,Dow Chemical Canada ULC,,,,,,,,,,,,,,,,,,,,,,,1-Jan-93,1-Jul-25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABGP0001707,,Gas Plant Frac,,00/09-01-056-22W4,53.813504,-113.130882,Pembina Infra. & Logistics LP Frac 1,REDWATER,A68Y,Pembina NGL Corporation,F13004    ,Amended,18-Oct-24,A68Y,Pembina NGL Corporation,D401,1-May-01,18-Oct-24,"Both, Acid Gas Flaring",0.01,0.01,8472,,21666,13658,,8908,15.23,,,0.99,,1-Jan-99,1-Jul-25
ABGP0001713,,Gas Plant Sweet,,00/13-31-048-12W4,53.190474,-111.760029,VIKING-KINSELLA 13-31-48-12W4,VIKING-KINSELLA,A1GR,Pine Cliff Energy Ltd.,F23122    ,Amended,3-Jun-15,A1GR,Pine Cliff Energy Ltd.,B010,1-May-01,3-Jun-15,,"1,993.47",1887.56,0,0,0,0,0,7.3,0,,,,,1-Jan-02,1-Jul-25
ABGP0001714,,Gas Plant Sweet,,00/12-05-054-20W5,53.637246,-116.921506,HUSKY GALLOWAY GP SUNDANCE 12-05,ANSELL,A5D4,Cenovus Energy Inc.,F12490    ,Amended,8-Nov-02,A5D4,Cenovus Energy Inc.,B010,31-Jan-01,26-Aug-06,,564,545.7,,,,,29.1,67.7,0,,,,,1-Mar-03,1-Nov-20
ABGP0001715,,Gas Plant Sweet,,00/13-09-058-02W6,54.004444,-118.242444,husky deny kiskiu smoky river 14-09,SMOKY,A2PH,Journey Energy Inc.,F26348    ,Amended,24-Mar-11,A2PH,Journey Energy Inc.,B010,23-Oct-01,24-Mar-11,,713.8,712.9,0,0,0,0,0,0,0,,,,,1-Jan-02,1-Jul-25
ABGP0001716,,Gas Plant Sweet,,00/06-20-076-02W6,55.597354,-118.274374,ENCANA PEORIA AND SHANE 06-20,PEORIA,A5KX,Verity Energy Ltd.,F15823    ,Abandoned,2-Feb-22,A772,Topanga Resources Ltd.,C300,1-May-01,26-Aug-06,"Nonregenerative, Acid Gas CO2 Venting",555,547,0,0,0,0,1.6,0,0.02,0,,,,1-Jan-02,1-Jun-08
ABGP0001717,,Gas Plant Sweet,,00/05-36-061-18W5,54.31682,-116.570893,00/05-36-061-18W5 Fox Creek,FOX CREEK,A97N,Sinopec Canada Energy Ltd.,F22634    ,Amended,30-Jul-13,A97N,Sinopec Canada Energy Ltd.,C300,16-Apr-01,30-Jul-13,"Regenerative, Acid Gas Flaring",340,339,0,0,0.1,0.2,0,4.5,0.9,,,0.9,,1-Jan-02,1-Jul-13
ABGP0001718,,Gas Plant Sweet,,02/14-23-058-26W5,54.033401,-117.75693,BERLAND RIVER WEST 14-23-58-26w5,LELAND,0HE9,Canadian Natural Resources Limited,F27305    ,Amended,7-Apr-03,0HE9,Canadian Natural Resources Limited,B010,9-Jul-02,26-Aug-06,,"3,115.00",3060,,,,,,355,0,,,,,1-Jan-02,1-Jul-25
ABGP0001719,,Gas Plant Sweet,,00/16-07-021-13W4,50.77402,-111.784997,ENCANA VERGER 16-07,VERGER,0HE9,Canadian Natural Resources Limited,F2981     ,Amended,17-Sep-02,A7NW,Torxen Energy Ltd.,B010,6-Mar-01,26-Aug-06,None,113.3,112.3,0,0,0,0,4.6,0,0,0,,,,1-Oct-02,1-Nov-14
ABGP0001720,,Gas Plant Sweet,,00/08-30-046-01W5,52.992498,-114.124846,TALISMAN BENSON PEMBINA 08-30,PEMBINA,A6JK,InPlay Oil Corp.,F9892     ,Amended,16-May-02,A6JK,InPlay Oil Corp.,B010,1-May-01,26-Aug-06,,40,36,0,16.1,0,0,0,0,0,0,,,,1-Sep-02,1-Jul-21
ABGP0001727,,Gas Plant Sweet,,/01-13-032-19W4,51.737123,-112.557529,HUSKY DELIA 1-13,DELIA,A663,Trident Exploration (Alberta) Corp.,F4330     ,Amended,9-Jan-06,A7HE,Tallahassee Exploration Inc.,B010,19-Mar-01,26-Aug-06,,624,623.6,0,0,0,0,5.7,0,0,,,,,1-Jan-98,1-Apr-19
ABGP0001728,,Gas Plant Sweet,,00/04-28-048-10W4,53.164369,-111.414967,PERCY LAKE 4-28-48-10W4,VIKING-KINSELLA,A1GR,Pine Cliff Energy Ltd.,F10588    ,Amended,7-May-09,A1GR,Pine Cliff Energy Ltd.,B020,1-Mar-01,7-May-09,,340,,,,,,,,0,,,,,1-Jan-98,1-May-09
ABGP0001729,,Gas Plant Sweet,,00/13-33-110-04W6,58.598997,-118.610448,CALVALLEY RAINBOW,RAINBOW,A0NF,Links Northern Resources Ltd.,F21622    ,Abandoned,27-Jul-20,0A85,Winter Petroleum Ltd.,B010,1-Mar-01,,,181,,,,,,,,,,,,,,
ABGP0001730,,Gas Plant Sweet,,00/15-28-053-02W5,53.612165,-114.232097,CARVEL 15-28 GAS PLANT,CARVEL,A74X,Aspenleaf Energy Limited,F12294    ,Issued,23-Mar-01,A74X,Aspenleaf Energy Limited,B010,23-Mar-01,,,339,,,,,,,,,,,,,1-Jan-98,1-Oct-19
ABGP0001731,,Gas Plant Sweet,,/04-30-029-19W4,51.505597,-112.672999,BEARSPAW EAST DRUMHELLER 4-30,WAYNE-ROSEDALE,0NL1,Bearspaw Petroleum Ltd.,F3955     ,Issued,2-Jan-01,0NL1,Bearspaw Petroleum Ltd.,B010,2-Jan-01,26-Aug-06,,170,159,0,0,0,0,44.3,0.8,,0,,,,1-Jan-98,1-Jul-25
ABGP0001732,,Gas Plant Sweet,,00/12-11-041-24W4,52.514487,-113.358278,BONAVISTA TEES,CHIGWELL,A1H9,Ember Resources Inc.,F8737     ,Amended,22-Nov-12,A1H9,Ember Resources Inc.,B020,28-Feb-01,22-Nov-12,,910,,,,,,,,0,,,,,1-Jan-98,1-Jul-25
ABGP0001733,,Gas Plant Sweet,,00/06-36-031-01W4,51.698099,-110.017414,PENN WEST ESTHER 6-36,ESTHER,0BP8,Obsidian Energy Ltd.,F4163     ,Abandoned,28-Feb-25,0BP8,Obsidian Energy Ltd.,C310,6-Mar-01,11-Sep-06,,5,,,,,,,,0.01,,,0,,1-Jan-98,1-Feb-01
ABGP0001734,,Gp Sulphur Rcvry,,00/16-07-017-18W4,50.424707,-112.458961,EYREMORE 16-7-17-18w4,EYREMORE,A7AZ,SanLing Energy Ltd.,F2224     ,Abandoned,29-Apr-25,A7AZ,SanLing Energy Ltd.,C300,2-Mar-01,,None,180,,,,,,,,0.1,,,,,1-Jan-98,1-Mar-21
ABGP0001735,,Gas Plant Sweet,,00/06-32-082-05W6,56.150319,-118.746824,GEORGE 6-32-82-5W6,GEORGE,0HE9,Canadian Natural Resources Limited,F16857    ,Issued,27-Feb-01,0HE9,Canadian Natural Resources Limited,B010,27-Feb-01,26-Aug-06,,566.2,566.3,,,,,64,,,,,,,1-Jan-99,1-Sep-09
ABGP0001736,,Gas Plant Sweet,,00/04-23-087-05W6,56.553085,-118.687544,WORSLEY 4-23-87-5W6,WORSLEY,0HE9,Canadian Natural Resources Limited,F17245    ,Abandoned,5-Sep-13,0HE9,Canadian Natural Resources Limited,B010,27-Feb-01,26-Aug-06,,283.2,273.7,0,0,0,0,0,42.1,,0,,,,1-Jan-99,1-Jan-00
ABGP0001737,,Gas Plant Sweet,,00/06-24-039-23W4,52.365203,-113.188442,APACHE NEVIS 6-24,NEVIS,A1H9,Ember Resources Inc.,F7216     ,Amended,7-May-15,A1H9,Ember Resources Inc.,B020,28-Feb-01,7-May-15,,420,,,,,,,,0,,,,,1-Jan-99,1-Jul-25
ABGP0001738,,Gas Plant Sweet,,/09-17-122-20W5,59.599736,-117.397725,GULF STEEN RIVER 9-17,DIZZY,A7HE,Tallahassee Exploration Inc.,F18650    ,Amended,28-Oct-13,A7HE,Tallahassee Exploration Inc.,D400,2-Mar-01,28-Oct-13,"Regenerative, Acid Gas Injection","1,272.00",1225,,,,,0,45,34.4,,,0,95.9,1-Jan-99,1-Aug-14
ABGP0001739,,Gas Plant Sweet,,00/01-08-020-13W4,50.675685,-111.760756,BANTRY-2 1-8-20-13w4,BANTRY,0HE9,Canadian Natural Resources Limited,F2750     ,Amended,26-Apr-07,A7NW,Torxen Energy Ltd.,C300,1-May-01,26-Apr-07,Nonregenerative,925,918.7,0,0,0,0,0,15,0.92,,,0,,1-Jan-99,1-Jul-25
ABGP0001740,,Gas Plant Sweet,,00/04-25-062-06W6,54.387435,-118.771013,MUSREAU 4-25-62-6W6,KAKWA,A938,Pembina Gas Infrastructure Inc.,F13910    ,Amended,12-Feb-16,A5A3,Pembina Gas Services Ltd.,B010,1-May-01,12-Feb-16,,"8,384.60",7170.8,0,2300,0,0,927.5,609.8,0,,,,,1-Jan-99,1-Jul-25
ABGP0001741,,Gas Plant Sweet,,/06-33-060-09W5,54.228393,-115.290926,SHIININGBANK BLUERIDGE 6-33,GREENCOURT,A2TG,TAQA North Ltd.,F13620    ,Amended,14-Dec-04,A2TG,TAQA North Ltd.,C340,2-Mar-01,26-Aug-06,None,100,418.4,,,,,37.6,,0.27,,,,,1-Jan-99,1-Aug-04
ABGP0001742,,Gp Acid Gas Inj,,00/11-17-049-04W5,53.231253,-114.554115,ANG ET AL PEMBINA 11-17,PEMBINA,0XZ4,Bonterra Energy Corp.,F11250    ,Amended,21-Jul-22,0XZ4,Bonterra Energy Corp.,B010,1-May-01,21-Jul-22,"Regenerative, Acid Gas Flaring",254.9,242.9,0,0,0,0,43.8,0,0,,,,,1-Jan-99,1-Sep-15
ABGP0001743,,Gas Plant Sweet,,00/02-31-031-11W4,51.694687,-111.5504,HUSKY PROVOST 2-31,RICHDALE,A5D4,Cenovus Energy Inc.,F27487    ,Abandoned,20-Jun-05,A0TK,AltaGas Ltd.,B040,23-Sep-02,26-Aug-06,,57,,,,,,,,0,,,,,1-Jan-99,1-Sep-00
ABGP0001744,,Gas Plant Sweet,,/12-13-083-05W6,56.197614,-118.655656,COPAREX CLAYHURST GAS PLANT,CLAYHURST,A74Y,Tidewater Midstream and Infrastructure Ltd.,F16937    ,Abandoned,4-Oct-23,A74Y,Tidewater Midstream and Infrastructure Ltd.,C300,1-Mar-01,,,283,,,,,,,,0.62,,,,,1-Jan-99,1-Aug-18
ABGP0001745,,Gas Plant Sweet,,00/11-02-056-02W5,53.812218,-114.19097,00/11-02-056-02W5 Cardiff GP,CARDIFF,A97N,Sinopec Canada Energy Ltd.,F13046    ,Abandoned,27-Feb-23,A97N,Sinopec Canada Energy Ltd.,B010,1-May-01,26-Aug-06,,141.6,167,,,,,13.2,,0,,,,,1-Jan-99,1-Aug-20
ABGP0001746,,Gp Acid Gas Flaring%,,02/05-23-080-13W6,55.947032,-119.92864,SPECTRA POUCE COUPE 5-23 GAS PLANT,POUCE COUPE,A1KN,NorthRiver Midstream Inc.,F16614    ,Amended,30-Jan-24,A1KN,NorthRiver Midstream Inc.,D400,1-May-01,30-Jan-24,"Regenerative, Acid Gas Injection","1,708.00",1612.8,0,0,0,0,110,23.2,26.18,,,0,95.9,1-Jan-99,1-Jul-25
ABGP0001747,,Gas Plant Sweet,,02/05-11-034-12W4,51.902353,-111.608339,Pengrowth BRENT 5-11 Gas Plant,GARDEN PLAINS,A7H2,AlphaBow Energy Ltd.,F4686     ,Issued,1-Mar-01,A7H2,AlphaBow Energy Ltd.,B010,1-Mar-01,26-Aug-06,,450,421.5,,,,,,13.5,,,,,,1-Jan-99,1-Jul-25
ABGP0001748,,Gas Plant Sweet,,00/06-05-063-22W5,54.419594,-117.293127,CROOKED LAKE 6-5-63-22W5,WASKAHIGAN,0HE9,Canadian Natural Resources Limited,F14043    ,Issued,27-Feb-01,0HE9,Canadian Natural Resources Limited,B010,27-Feb-01,26-Aug-06,,570,278.9,0,,0,0,32.4,0,,0,,,,1-Jan-99,1-Oct-20
ABGP0001749,,Gas Plant Sweet,,02/12-28-076-22W5,55.614794,-117.362217,NORTHROCK GIROUXVILLE 12-28,GIROUXVILLE EAST,A2TG,TAQA North Ltd.,F15819    ,Amended,1-Apr-09,A517,Long Run Exploration Ltd.,B030,6-Mar-01,1-Apr-09,,2.5,,,,,,,,0,,,,,1-Jan-99,1-Sep-02
ABGP0001750,,Gas Plant Frac,,00/03-17-047-27W4,53.046899,-113.917115,* IMPERIAL INJECTION,BONNIE GLEN,0007,Imperial Oil Resources Limited,F10153    ,Amended,24-Oct-06,0007,Imperial Oil Resources Limited,D400,2-Mar-01,24-Nov-07,"Regenerative, Acid Gas Injection","7,323.00",6368,3062,0,1970,1135,0,1120,10,,,0,89.7,,
ABGP0001751,,Gas Plant Sweet,,02/03-06-039-11W5,52.321135,-115.575622,Deanne 03-06-039-11W5,DEANNE,A6FW,Vermilion Energy Inc.,F7443     ,Amended,18-Jul-24,A6FW,Vermilion Energy Inc.,B010,5-Mar-01,18-Jul-24,,566,561,0,0,0,0,24,0,0,,,,,1-Jan-99,1-Jul-25
ABGP0001752,,Gas Plant Sweet,,00/04-21-078-23W5,55.767463,-117.517984,FALHER 4-21-78-23W5,CULP,A517,Long Run Exploration Ltd.,F16165    ,Amended,28-Jun-07,A517,Long Run Exploration Ltd.,B010,28-Feb-01,28-Jun-07,,150,141,0,0,0,0,0,3,0,,,,,1-Jan-99,1-Jan-14
ABGP0001753,,Gas Plant Sweet,,/04-26-064-26W4,54.56045,-113.83425,HUSKY STEELE BOLLOQUE 4-26,BOLLOQUE,0Z5F,Sequoia Resources Corp.,F14122    ,Abandoned,20-Apr-22,0Z5F,Sequoia Resources Corp.,B010,19-Mar-01,,,158,,,,,,,,,,,,,1-Jan-99,1-Mar-18
ABGP0001754,,Gas Plant Sweet,,/09-05-010-11W4,49.794726,-111.452892,TERRAQUEST TWOG BOW ISLAND 9-5,BOW ISLAND,A7XK,Blue Sky Resources Ltd.,F399      ,RecCertified,5-Apr-19,A1RY,Novus Energy Inc.,C300,6-Mar-01,,None,283,,,,,,,,0.96,,,,,1-Jan-99,1-Sep-02
ABGP0001755,,Gas Plant Sweet,,00/08-36-082-26W5,56.152241,-117.91854,DEVON BERWYN GAS PLANT,BERWYN,A517,Long Run Exploration Ltd.,F16853    ,Amended,7-Feb-07,A517,Long Run Exploration Ltd.,B020,28-Feb-01,7-Feb-07,,300,,,,,,,,0,,,,,,
ABGP0001756,,Gas Plant Sweet,,00/11-18-074-12W6,55.412354,-119.835183,AEC WEST HYTHE 14-18,SINCLAIR,0,Encana Western Resources Ltd.,F21911    ,Amended,9-Jan-24,A734,Veresen Midstream General Partner Inc.,E600,28-Feb-01,9-Jan-24,"Regenerative, Acid Gas Sulphur Recovery, Acid Gas Flaring, Claus Process, Superclaus Process, MCRC Process","10,249.00",9450,0,0,0,0,1041.8,387,427.8,420.8,,6.84,98.4,1-Jan-99,1-Sep-02
ABGP0001757,,Gas Plant Sweet,,00/12-05-054-20W5,53.637246,-116.921506,HUSKY GALLOWAY 12-5,ANSELL,A5D4,Cenovus Energy Inc.,F12490    ,Amended,8-Nov-02,A5D4,Cenovus Energy Inc.,B010,31-Jan-01,26-Aug-06,,564,545.7,,,,,29.1,67.7,0,,,,,,
ABGP0001758,,Gp Acid Gas Flaring,,00/08-21-087-09W6,56.555573,-119.358202,WORSLEY GAS PLANT 8-21,WORSLEY,A73W,Enercapita Energy Ltd.,F17302    ,Amended,30-Jul-09,A73W,Enercapita Energy Ltd.,C300,1-May-01,30-Jul-09,"Regenerative, Acid Gas Flaring",380,343,0,0,0,0,30,0,0.99,,,0.99,,1-Jan-99,1-Jul-25
ABGP0001759,,Gas Plant Sweet,,00/07-27-051-19W5,53.428709,-116.713015,ANSELL 7-27-51-19W5,ANSELL,0HE9,Canadian Natural Resources Limited,F11995    ,Amended,24-Feb-09,0HE9,Canadian Natural Resources Limited,B010,14-Feb-01,24-Feb-09,,700,669.4,0,0,0,0,115,70,0,,,,,1-Jan-00,1-Jul-25
ABGP0001760,,Gas Plant Sweet,,00/08-03-007-01W4,49.529463,-110.053959,AEC EAST CYPRESS 8-3,CYPRESS,0026,Ovintiv Canada ULC,F166      ,Abandoned,11-Oct-23,A8HR,Spartan Delta Corp.,B020,15-Feb-01,,None,254,,,,,,,,,,,,,,
ABGP0001761,,Gas Plant Sweet,,00/03-18-045-25W4,52.87297,-113.62857,LOUIS BULL 03-18-045-25W4 GAS PLANT,NELSON,A71K,Axiom Oil and Gas Inc.,F9686     ,Issued,28-Feb-01,A71K,Axiom Oil and Gas Inc.,B010,28-Feb-01,,,508,,,,,,,,,,,,,1-Jan-00,1-Sep-23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABGP0001764,,Gas Plant Sweet,,00/07-16-026-05W5,51.217959,-114.638441,OLYMPIA WILDCAT HILLS,JUMPING POUND,A5M4,Manitok Energy Inc.,F3655     ,Issued,30-Apr-01,A84G,Persist Oil And Gas Inc.,B040,30-Apr-01,26-Aug-06,,"1,400.00",,,,,,,,,,,,,,
ABGP0001765,,Gas Plant Sweet,,/01-28-122-22W5,59.621666,-117.713888,BEARSPAW MARLOWE 1-28,MARLOWE,A7HE,Tallahassee Exploration Inc.,F18657    ,Amended,25-Mar-11,A7HE,Tallahassee Exploration Inc.,D400,2-Jan-01,25-Mar-11,"Regenerative, Acid Gas Injection","1,133.00",1094,0,0,0,0,10.8,33.1,20.9,,,0,95.9,1-Jan-00,1-Jan-14
ABGP0001766,,Gas Plant Sweet,,00/11-17-055-21W5,53.753652,-117.088484,PEYTO OLDMAN 11-17,SUNDANCE,0YA2,Peyto Exploration & Development Corp.,F12844    ,Amended,9-Nov-23,0YA2,Peyto Exploration & Development Corp.,B010,1-May-01,9-Nov-23,,"3,681.00",3407,0,0,0,0,529,316,0,,,,,1-Jan-00,1-Jul-25
ABGP0001767,,Gas Plant Sweet,,/06-27-090-20W4,56.833664,-113.106117,PARAMOUNT SOUTH LIEGE GAS PLANT,LIEGE,A28L,Athabasca Oil Corporation,F17427    ,Issued,6-Mar-01,A28L,Athabasca Oil Corporation,B010,6-Mar-01,26-Aug-06,,566.3,543,0,0,0,0,0,0,,0,,,,1-Jan-00,1-Dec-10
ABGP0001768,,Gas Plant Sweet,,/13-07-069-24W5,54.965193,-117.656319,NAL STURGEON LAKE GAS PLANT,STURGEON LAKE SOUTH,A5BE,Whitecap Resources Inc.,F14927    ,Amended,21-Aug-06,A5BE,Whitecap Resources Inc.,C300,1-May-01,26-Aug-06,,652,635.6,,,,,65.2,,0.04,,,0,,1-Jan-00,1-Jul-25
ABGP0001769,,Gas Plant Sweet,,02/14-07-010-21W4,49.812758,-112.838033,ENCOUNTER KEHO GAS PLANT,KEHO,A04N,Tamarack Valley Energy Ltd.,F517      ,Amended,23-Mar-09,A9AX,Sharptail Energy Inc,B020,8-Dec-00,23-Mar-09,,160,,,,,,,,0,,,,,1-Jan-00,1-Feb-07
ABGP0001770,,Gas Plant Sweet,,/05-30-032-10W4,51.771474,-111.420087,ALTAGAS KIRKPATRICK LAKE GAS PLANT,PROVOST,A0TK,AltaGas Ltd.,F4308     ,Abandoned,13-Oct-22,A0TK,AltaGas Ltd.,B010,28-Feb-01,26-Aug-06,,315,312,0,0,0,0,8.8,0,0,0,,,,1-Jan-00,1-Sep-22
ABGP0001771,,Gas Plant Sweet,,00/11-05-076-22W5,55.557506,-117.379919,MCLEAN CREEK 11-5-76-22W5 PLANT,GIROUXVILLE EAST,A517,Long Run Exploration Ltd.,F15813    ,Issued,27-Feb-01,A517,Long Run Exploration Ltd.,B010,27-Feb-01,,,150,,,,,,,,,,,,,1-Jan-00,1-Nov-11
ABGP0001772,,Gas Plant Sweet,,/16-06-081-08W6,,,VICTORIA MULLIGAN 16-6 GAS PLANT,MULLIGAN,0PY3,Victoria Gas Ltd.,,,,,,,,,,,,,,,,,,,,,,,,
ABGP0001773,,Gas Plant Sweet,,/04-08-079-08W5,55.827098,-115.222892,PENGROWTH NIPISI 4-8,NIPISI,A2LN,Anterra Energy Inc.,F20453    ,Amended,19-Nov-01,A7XK,Blue Sky Resources Ltd.,B010,1-May-01,26-Aug-06,,68,51,,,34.7,,36.2,,,,,,,1-Jan-00,1-Aug-15
ABGP0001774,,Gas Plant Sweet,,/06-29-049-21W4,53.25725,-113.04,CABRE JOARCAM 6-29,JOARCAM,A5RD,Enerplus Corporation,F11108    ,Amended,4-Jul-07,A5RD,Enerplus Corporation,B010,12-Mar-01,4-Jul-07,,535,507,0,0,0,0,496,0,0,,,,,1-Jan-00,1-Oct-24
