"For All Companies As of Sep 02, 2025 For All Alberta ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reporting Facility ID,,Facility Subtype,,Surface Location,Location Latitude,Location Longitude,Facility Name,Field or Area,Operator Code,Operator Name,Licence Number,Licence Status,Licence Status Date,Licensee  BA Code,Licensee Name,Licence EDCT,Licence Issue Date,Most Recent Licence Amendment Date,Plant Processes,Raw Gas E3m3/d,Rec Sales Gas E3m3/d,C2 m3/d,C2 Mix m3/d,C3 m3/d,C4 m3/d,LPG Mix m3/d,C5+ m3/d,Sulphur Inlet t/d,Sulphur Recovered t/d,,Max Sulphur Emission Rate t/d,Qtrly Approved Sulphur Rec Eff %,First Volumetric Activity Date,Last Volumetric Activity Date
ABGP0001775,,Gp Acid Gas Flaring%,,00/05-34-078-25W5,55.798983,-117.798119,West Culp 5-34-78-25w5,EAGLESHAM NORTH,0HE9,Canadian Natural Resources Limited,F16187    ,Amended,3-Oct-06,0HE9,Canadian Natural Resources Limited,D400,28-Feb-01,24-Nov-07,"Regenerative, Acid Gas Injection",679.6,644.2,0,0,0,0,84.3,0,17.2,,,0,95.9,1-Jan-00,1-Jul-25
ABGP0001776,,Gp Acid Gas Flaring,,00/06-22-070-20W5,55.075881,-116.963053,DEFIANT ENERGY SUNSET PLANT 6-22,SUNSET,A73W,Enercapita Energy Ltd.,F22621    ,Amended,1-Apr-10,A73W,Enercapita Energy Ltd.,C300,19-Mar-01,1-Apr-10,"Regenerative, Acid Gas Flaring",125,119,0,0,0,0,10,0,0.09,,,0.09,,1-Jan-00,1-Jul-25
ABGP0001777,,Gas Plant Sweet,,00/01-36-060-03W6,54.225007,-118.300023,BURLINGTON RESTHAVEN 1-36,RESTHAVEN,0G30,ARC Resources Ltd.,F13530    ,Amended,5-Dec-22,A8FG,Strathcona Resources Ltd.,B010,4-Apr-01,5-Dec-22,None,800,775,0,0,0,0,0,146,0,,,,,1-Jan-00,1-Jul-25
ABGP0001778,,Gas Plant Sweet,,00/06-08-073-07W5,55.307142,-115.042361,ATCO WIDEWATER GAS PLANT 6-8,WIDEWATER,A868,Ipc Canada Ltd.,F15279    ,Amended,18-Aug-06,A868,Ipc Canada Ltd.,B010,2-Mar-01,26-Aug-06,,337.8,336.4,0,0,0,0,0,7.3,0,,,,,1-Jan-00,1-Oct-16
ABGP0001779,,Gas Plant Sweet,,02/04-14-031-02W4,51.649659,-110.193256,CAMPUS ESTHER,ESTHER,A81C,Campus Energy Partners Operations Inc.,F20204    ,Amended,1-May-18,A81C,Campus Energy Partners Operations Inc.,B010,1-May-01,1-May-18,"Regenerative, Acid Gas Flaring",850,840,0,0,0,0,0,10,0,,,,,1-Jan-01,1-Jul-21
ABGP0001780,,Gas Plant Sweet,,00/11-25-059-09W6,54.131718,-119.214687,KELT COPTON GP 11-25,GRANDE CACHE,A6D7,Kelt Exploration Ltd.,F25069    ,Amended,6-Sep-01,A6D7,Kelt Exploration Ltd.,B010,3-Nov-00,26-Aug-06,,"2,310.00",2270,,,,,471,,0,,,,,1-Jan-01,1-Feb-17
ABGP0001781,,Gas Plant Sweet,,00/03-31-091-01W6,56.931529,-118.15036,CONCO SUTTON 03-31,STOWE,A573,Tourmaline Oil Corp.,F25247    ,Abandoned,29-Apr-25,A543,Sydco Energy Inc.,B040,11-Dec-00,26-Aug-06,,280,,,,,,,,0,,,,,1-Jan-01,1-Apr-03
ABGP0001782,,Gas Plant Sweet,,02/04-12-018-17W4,50.501099,-112.224036,SCANDIA 4-12-18-17w4,COUNTESS,0HE9,Canadian Natural Resources Limited,F2399     ,Amended,8-Nov-11,A7NW,Torxen Energy Ltd.,B010,8-Feb-01,8-Nov-11,,622,621.3,0,0,0,0,14,3.8,0,,,,,1-Jan-01,1-Jul-25
ABGP0001783,,Gas Plant Sweet,,/10-01-048-15W4,53.114439,-112.060269,DOMINION EAST BRUCE 10-01,BRUCE,0MK1,1333002 Alberta Ltd.,F10594    ,Abandoned,27-Jan-06,0Z5F,Sequoia Resources Corp.,B010,19-Apr-01,26-Aug-06,,206.72,225.9,0,0,0,0,0,0.6,0,0,,,,1-Jan-01,1-Oct-02
ABGP0001784,,Gp Acid Gas Inj,,00/07-26-039-16W4,52.225226,-112.115024,MONOLITH RED WILLOW 7-26,RED WILLOW,0BP8,Obsidian Energy Ltd.,F25353    ,Amended,4-Nov-05,0BP8,Obsidian Energy Ltd.,C300,16-Jan-01,26-Aug-06,"Regenerative, Acid Gas Flaring",282,270,,,,,,,0.99,,,0.99,,1-Jan-01,1-Feb-14
ABGP0001785,,Gp Acid Gas Inj,,00/10-02-077-05W5,55.644884,-114.657841,AEC OIL & GAS MARTAIN HILLS,MARTEN,A71K,Axiom Oil and Gas Inc.,F15974    ,Amended,20-Dec-22,A04N,Tamarack Valley Energy Ltd.,B010,28-Feb-01,20-Dec-22,"Regenerative, Acid Gas Flaring","1,359.00",1359,0,0,0,0,0,78.9,0,,,,,1-Jan-01,1-Nov-11
ABGP0001786,,Gas Plant Sweet,,/02-24-012-02W5,50.007601,-114.146948,BP CANADA CALLUM CREEK 2-24,PORCUPINE HILLS,0CW8,Lexin Resources Ltd.,F25302    ,Amended,24-Jul-14,0CW8,Lexin Resources Ltd.,B010,28-Dec-00,24-Jul-14,,850,825,0,0,0,0,120,0,0,,,,,1-Jan-01,1-May-16
ABGP0001787,,Gas Plant Sweet,,00/10-14-048-03W5,53.144454,-114.329414,NCE PEMBINA 10-14,PEMBINA,A573,Tourmaline Oil Corp.,F10672    ,Amended,18-Dec-07,A573,Tourmaline Oil Corp.,C300,2-Mar-01,18-Dec-07,"Regenerative, Acid Gas Flaring",84,77,0,0,0,0,0,10,0.77,,,0.77,,1-Jan-01,1-Jun-08
ABGP0001788,,Gas Plant Sweet,,00/02-04-031-15W4,51.62187,-112.070033,WATTS EAST 2-4-31-15W4,WATTS,0HE9,Canadian Natural Resources Limited,F25797    ,Issued,18-Apr-01,0HE9,Canadian Natural Resources Limited,B010,18-Apr-01,26-Aug-06,,307,299.1,0,0,0,0,32.4,0,0,0,,,,1-Jan-01,1-Jul-25
ABGP0001789,,Gas Plant Sweet,,00/07-14-052-04W5,53.48703,-114.47598,HADRIAN HIGHVALE 7-14,HIGHVALE,A74X,Aspenleaf Energy Limited,F12113    ,Amended,6-Sep-01,A74X,Aspenleaf Energy Limited,B010,1-May-01,26-Aug-06,,255,252,0,0,0.2,0.8,0,2.9,0,0,,,,1-Jan-01,1-Jul-19
ABGP0001790,,Gas Plant Sweet,,/13-17-102-02W6,57.858174,-118.297839,AEC HARO 13-17,HARO,A517,Long Run Exploration Ltd.,F23462    ,Issued,1-May-01,A517,Long Run Exploration Ltd.,B010,1-May-01,,,140,,,,,,,,,,,,,1-Jan-01,1-Jun-08
ABGP0001791,,Gas Plant Sweet,,03/09-34-060-18W5,54.23402,-116.60348,TRILOGY CLOVER 9-34 PLANT #2,KAYBOB SOUTH,0AW4,Paramount Resources Ltd.,F25678    ,Amended,12-Dec-07,0AW4,Paramount Resources Ltd.,B010,22-Aug-01,12-Dec-07,,500,498.3,0,0,0,0,0,54.2,0,,,,,1-Jan-01,1-Jul-25
ABGP0001792,,Gas Plant Sweet,,02/06-20-076-02W6,55.597354,-118.273474,VERMILION PEORIA 6-20,PEORIA,0TD9,Advantage Energy Ltd.,F26225    ,Abandoned,20-Oct-14,A5TC,Questfire Energy Corp.,B010,17-Sep-01,26-Aug-06,,"1,000.00",1000,,,,,200,,0,,,,,1-Jan-01,1-Mar-13
ABGP0001793,,Gp Acid Gas Inj,,00/07-02-077-04W6,55.641366,-118.501606,BIRCHCLIFF RYCROFT 07-02,RYCROFT,A12R,Birchcliff Energy Ltd.,F26071    ,Abandoned,17-Nov-21,A12R,Birchcliff Energy Ltd.,D400,31-Jul-01,8-Nov-10,"Regenerative, Acid Gas Injection",155,150.3,0,0,0,0,0,32.5,21,,,0,95.9,1-Jan-01,1-Nov-11
ABGP0001794,,Gas Plant Sweet,,04/04-36-086-11W5,56.495384,-115.60281,Evi 1 -04-36-086-11 W5M,EVI,A8FY,Spoke Resources Ltd.,F27509    ,Issued,2-Oct-02,A8FY,Spoke Resources Ltd.,B010,2-Oct-02,26-Aug-06,,56.3,45,,,,,25,,0,,,,,1-Jan-01,1-Jul-25
ABGP0001795,,Gas Plant Sweet,,00/16-31-052-21W5,53.539185,-117.074512,00/16-31-052-21W5 Med Lodge GP,MEDICINE LODGE,A97N,Sinopec Canada Energy Ltd.,F26082    ,Amended,28-Mar-02,A97N,Sinopec Canada Energy Ltd.,B010,28-Mar-02,26-Aug-06,,424,421,,,,,,20,0,,,,,1-Jan-01,1-Feb-23
ABGP0001796,,Gas Plant Sweet,,00/07-09-083-18W4,56.178968,-112.779675,aec pelican granor nezz 07-09,GRANOR,A5D4,Cenovus Energy Inc.,F16889    ,Amended,18-Oct-12,0HE9,Canadian Natural Resources Limited,C340,15-Feb-01,18-Oct-12,Nonregenerative,453,,,,,,,,0.61,,,0,,1-Jan-02,1-Aug-07
ABGP0001797,,Gas Plant Sweet,,00/15-22-035-20W4,52.024571,-112.775986,SHAMAN FENN BIG VALLEY GAS PLANT 15-22,FENN-BIG VALLEY,A8BP,Bornite Energy Ltd.,F22071    ,Amended,25-Mar-21,A8BP,Bornite Energy Ltd.,B010,1-May-01,25-Mar-21,,141.3,140.3,0,0,0,0,0,5.6,0,,,,,1-Jan-02,1-Jul-25
ABGP0001798,,Gas Plant Sweet,,00/10-08-062-10W6,54.350262,-119.461442,NARRAWAY 10-08-062-10W6,PALLISER,0HE9,Canadian Natural Resources Limited,F26188    ,Amended,8-Nov-18,0HE9,Canadian Natural Resources Limited,B010,5-Sep-01,8-Nov-18,,"4,250.00",4060,0,0,0,0,0,10,0,,,,,1-Jan-02,1-Jul-25
ABGP0001799,,Gas Plant Sweet,,00/11-32-072-03W5,55.279406,-114.427132,husky overchem mitsue 11-32,MITSUE,A5D4,Cenovus Energy Inc.,F15111    ,Abandoned,16-Nov-20,A5D4,Cenovus Energy Inc.,B020,1-May-01,27-Jan-11,,282,,,,,,,,0,,,,,1-Jan-02,1-Mar-19
ABGP0001800,,Gas Plant Sweet,,00/16-15-020-08W4,50.701307,-111.023221,aec suffeild a2 solution gas plant facility 16-15,SUFFIELD,A868,Ipc Canada Ltd.,F23331    ,Amended,16-Oct-06,A868,Ipc Canada Ltd.,C300,1-May-01,16-Oct-06,,565,508,,,,,,10,0.92,,,0.92,,1-Jan-02,1-Jul-25
ABGP0001801,,Gas Plant Sweet,,/04-08-069-08W6,54.953519,-119.189981,DEVON ELMWORTH 4-8,ELMWORTH,0HE9,Canadian Natural Resources Limited,F14948    ,Amended,28-Feb-01,0HE9,Canadian Natural Resources Limited,B010,28-Feb-01,26-Aug-06,,"12,010.00",10999,2829,,,,,,,,,,,1-Jan-91,1-Jan-06
ABGP0001802,,Gas Plant Sweet,,03/01-08-070-11W6,55.040695,-119.647447,ELMWORTH 4-8-70-11W6,ELMWORTH,A5D4,Cenovus Energy Inc.,F15023    ,Cancelled,10-Jul-07,A5G3,ConocoPhillips Canada Resources Corp.,B200,12-Feb-01,3-Jul-07,,"7,748.00",,,,,,,,,,,,,1-Jan-91,1-Dec-05
ABGP0001803,,Gas Plant Sweet,,00/15-25-064-11W5,54.570458,-115.523072,Judy Creek GP 15-25-64-11W5,JUDY CREEK,A8CW,Conifer Energy Inc.,F14146    ,Amended,6-Apr-17,A8CW,Conifer Energy Inc.,D400,6-Mar-01,6-Apr-17,"Regenerative, Acid Gas Injection","4,875.00",3752,2605,0,0,0,2164,0,3.75,,,0,69.7,1-Jan-91,1-Dec-00
ABGP0001804,,Gas Plant Sweet,,00/02-20-004-30W4,49.307438,-113.999528,* SHELL WATERTON,WATERTON,0T03,Shell Canada Limited,F65       ,Amended,1-Dec-16,0T03,Shell Canada Limited,E600,6-Mar-01,1-Dec-16,"Regenerative, Acid Gas Sulphur Recovery, Acid Gas Flaring, Superclaus Process","8,050.00",7275,939,0,450,297,0,630,1450,1431,,18.85,98.5,,
ABGP0001805,,Gas Plant Sweet,,/06-19-073-08W6,55.335407,-119.220209,CRESTAR WEMBLEY EXPANDER,WEMBLEY,A5D4,Cenovus Energy Inc.,F15351    ,Cancelled,23-Sep-08,A5G3,ConocoPhillips Canada Resources Corp.,B010,28-Feb-01,,,"2,500.00",,,,,,,,,,,,,1-Jan-91,1-Dec-04
ABGP0001806,,Gas Plant Sweet,,00/03-15-059-18W5,54.095859,-116.617204,CHEVRON KAYBOB,KAYBOB SOUTH,A62D,BP Canada Energy Group ULC,F13512    ,Amended,13-Sep-17,A84Z,PGI Processing ULC,E600,1-Mar-01,11-Apr-16,"Regenerative, Acid Gas Sulphur Recovery, Acid Gas Flaring, Claus Process, Superclaus Process","19,003.00",16564,,2442,,,2769,5350,1999,1969.01,,29.99,98.5,1-Jan-91,1-Dec-04
ABGP0001807,,Gas Plant Sweet,,/12-01-049-16W5,53.203283,-116.220075,* CONOCO PECO,PECO,A5D4,Cenovus Energy Inc.,F11496    ,Amended,29-Jun-10,A5D4,Cenovus Energy Inc.,B010,1-Mar-01,29-Jun-10,,"1,960.00",1770.5,5.9,0,219.2,148.2,431.1,217.5,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABGP0001808,,Gas Plant Sweet,,00/16-35-048-12W5,53.190514,-115.638157,* CHEVRON BRAZEAU RIVER,BRAZEAU RIVER,A0C0,Keyera Energy Ltd.,F20805    ,Amended,3-May-13,A0C0,Keyera Energy Ltd.,B010,1-Mar-01,3-May-13,,"1,400.00",1302,0,0,0,0,0,99,0,,,,,,
ABGP0001809,,Gas Plant Sweet,,00/04-04-052-24W4,53.45644,-113.48542,* AMOCO ELLERSLIE,ELLERSLIE,A0TK,AltaGas Ltd.,F12039    ,Issued,1-Mar-01,A0TK,AltaGas Ltd.,B200,1-Mar-01,,,"11,000.00",,,,,,,,,,,,,,
ABGP0001810,,Gas Plant Sweet,,02/05-02-053-26W4,53.546902,-113.734365,* CHEVRON ACHESON,ACHESON,0045,Chevron Canada Limited,F23411    ,Abandoned,4-Oct-04,A74Y,Tidewater Midstream and Infrastructure Ltd.,C300,1-May-01,,,226,,,,,,,,,,,,,,
ABGP0001811,,Gas Plant Sweet,,00/09-27-031-04W5,51.685831,-114.474279,SOLEX HARMATTAN-ELKTON,HARMATTAN-ELKTON,0C5F,Taylor Processing Inc.,F4285     ,Amended,7-Sep-22,A0TK,AltaGas Ltd.,D400,1-May-01,7-Sep-22,"Regenerative, Acid Gas Injection, Acid Gas Flaring","13,897.60",11224,3922.2,0,2475.9,1376.7,1907.8,1751,49.99,,,0.04,95.9,1-Jan-99,1-Dec-04
ABGP0001831,,Gas Plant Sweet,,00/01-17-105-01W6,58.109533,-118.112632,husky boyer haig river steen 01-17,BOYER,A5D4,Cenovus Energy Inc.,F25340    ,Amended,23-Apr-19,A5D4,Cenovus Energy Inc.,B010,11-Jan-01,26-Aug-06,,706,678,0,0,0,0,0,2,0,0,,,,1-Jan-02,1-Feb-19
ABGP0001832,,Gas Plant Sweet,,00/08-26-079-16W5,55.875297,-116.37699,DAWSON 8-26-79-16W5,DAWSON,0HE9,Canadian Natural Resources Limited,F16333    ,Abandoned,25-Jul-23,0HE9,Canadian Natural Resources Limited,B010,1-May-01,26-Aug-06,,90,64,0,0,0,0,50,0,0,,,,,1-Jan-02,1-Aug-17
ABGP0001833,,Gas Plant Sweet,,00/13-29-022-24W4,50.903586,-113.301862,altagas balckfoot 13-29,BLACKFOOT,A0TK,AltaGas Ltd.,F3227     ,Abandoned,3-Feb-23,A0TK,AltaGas Ltd.,B010,1-May-01,26-Aug-06,,623,580,,8,,,,,0,,,,,,
ABGP0001834,,Gas Plant Sweet,,00/08-04-029-05W4,51.450651,-110.64088,spire oyen 08-04,OYEN,A68P,Canlin Resources Partnership,F3881     ,Amended,22-May-09,A7M1,Canlin Energy Corporation,B040,1-May-01,22-May-09,,50,,,,,,,,0,,,,,1-Jan-02,1-Jun-07
ABGP0001836,,Gas Plant Sweet,,00/10-18-029-03W4,51.483801,-110.412844,D Energy Benton 10-18-29-3W4,OYEN,A68P,Canlin Resources Partnership,F3877     ,Amended,9-Apr-01,A7M1,Canlin Energy Corporation,B010,9-Apr-01,26-Aug-06,,340,310,,,,,1,,,,,,,1-Jan-02,1-Aug-21
ABGP0001837,,Gas Plant Sweet,,00/13-29-022-24W4,50.903586,-113.301862,altagas namaka blackfoot #2 13-29,BLACKFOOT,A0TK,AltaGas Ltd.,F3227     ,Abandoned,3-Feb-23,A0TK,AltaGas Ltd.,B010,1-May-01,26-Aug-06,,623,580,,8,,,,,0,,,,,1-Jan-02,1-Dec-08
ABGP0001838,,Gp Acid Gas Inj,,00/02-23-088-08W5,56.641017,-115.153705,MBOG RED EARTH 2-23-88-8W5 GAS PLANT,RED EARTH,0YK4,Surge Energy Inc.,F26475    ,Amended,22-Aug-12,0YK4,Surge Energy Inc.,C300,27-Nov-01,22-Aug-12,"Regenerative, Acid Gas Flaring",281.1,205,,,,,249,,0.95,,,0.95,,1-Jan-02,1-Aug-17
ABGP0001839,,Gas Plant Sweet,,00/16-20-021-14W4,50.803095,-111.900414,pancanadian verger 16-20,BANTRY,0HE9,Canadian Natural Resources Limited,F23283    ,Amended,26-Oct-01,A7NW,Torxen Energy Ltd.,B010,1-May-01,26-Aug-06,,557,554.5,0,0,0,0,0,2.2,0,0,,,,1-Jan-02,1-Mar-12
ABGP0001840,,Gas Plant Sweet,,00/15-10-096-01W6,57.320546,-118.064821,penn west vista creek 15-10,HOTCHKISS,A7LX,Direct Oil & Gas Inc.,F26563    ,Amended,15-Jan-02,A7LX,Direct Oil & Gas Inc.,B010,17-Dec-01,26-Aug-06,,396.4,394,,,,,,2.4,0,,,,,1-Jan-02,1-Nov-19
ABGP0001841,,Gas Plant Sweet,,00/14-15-059-24W5,54.10678,-117.516845,BERLAND SWEET PLANT  14-15-59-24W5,BERLAND RIVER WEST,A573,Tourmaline Oil Corp.,F26841    ,Amended,20-Sep-18,A573,Tourmaline Oil Corp.,B010,20-Feb-02,20-Sep-18,,"4,648.70",4559,0,0,0,0,94.1,260,0,,,,,1-Jan-02,1-Jul-25
ABGP0001842,,Gas Plant Sweet,,00/01-01-092-09W4,,,WILLIAMS EXTRACTION PLANT 1-1-92-9W4,UNDEFINED,A7FH,Inter Pipeline Offgas Ltd.,,,,,,,,,,,,,,,,,,,,,,,1-Oct-02,1-Oct-02
ABGP0001843,,Gas Plant Sweet,,00/15-29-001-11W4,49.070349,-111.438339,DENISON KNAPPEN 15-29,KNAPPEN,A2PH,Journey Energy Inc.,F26609    ,Abandoned,9-Nov-15,A6AG,Crimson Oil & Gas Ltd.,C300,15-Mar-02,26-Aug-06,"Regenerative, Acid Gas Flaring",56.6,53.7,,,,,,,0.2,,,0.2,,1-Jan-02,1-Apr-05
ABGP0001844,,Gas Plant Sweet,,00/16-29-001-11W4,,,KNAPPEN16-29,KNAPPEN,A2PH,Journey Energy Inc.,,,,,,,,,,,,,,,,,,,,,,,1-Jan-02,1-Jul-02
ABGP0001845,,Gas Plant Sweet,,00/01-16-075-01W6,55.493735,-118.083615,00/01-16-075-01W6 Kakut GP Sweet,KAKUT,A97N,Sinopec Canada Energy Ltd.,F26434    ,Amended,5-Oct-07,A97N,Sinopec Canada Energy Ltd.,B010,14-Feb-02,5-Oct-07,,400,375,0,0,0,0,0,50,0,,,,,1-Jan-02,1-Sep-21
ABGP0001846,,Gas Plant Sweet,,00/09-13-021-07W4,50.785263,-110.839049,Conoco atlee-buffalo 09-13,ATLEE-BUFFALO,A7H7,West Lake Energy Corp.,F2924     ,Issued,28-Feb-01,A7H7,West Lake Energy Corp.,B010,28-Feb-01,26-Aug-06,,269,269,,,,,,0.2,,,,,,1-Jan-02,1-Feb-11
ABGP0001847,,Gas Plant Sweet,,02/10-01-077-25W5,55.64486,-117.734585,VERMILLION EAGLESHAM 102/10-01,EAGLESHAM,A6FW,Vermilion Energy Inc.,F15993    ,Abandoned,14-Mar-17,A6FW,Vermilion Energy Inc.,C300,1-May-01,26-Aug-06,"Nonregenerative, Acid Gas CO2 Venting",42.5,40.4,,,,,1.2,,0.01,,,,,,
ABGP0001848,,Gas Plant Sweet,,00/14-03-110-03W6,58.526664,-118.408309,HUSKY RAINBOW 14-03,RAINBOW,0A85,Winter Petroleum Ltd.,F26747    ,Abandoned,1-Dec-05,0A85,Winter Petroleum Ltd.,B040,1-Feb-02,2-Oct-06,,550,520,,,,,,3,0,,,,,1-Apr-06,1-Jul-06
ABGP0001849,,Gas Plant Sweet,,00/11-09-062-24W4,54.348426,-113.540224,Perryvale 11-09-062-24W4 GP,ROCHESTER,A04N,Tamarack Valley Energy Ltd.,F13819    ,Amended,13-Apr-24,A04N,Tamarack Valley Energy Ltd.,B010,2-Apr-01,13-Apr-24,,143,143,0,0,0,0,0,2,0,,,,,1-Jan-02,1-Jul-25
ABGP0001850,,Gas Plant Sweet,,00/04-23-020-09W4,50.705766,-111.156689,ATLEE-BUFFALO 4-23-20-9w4,JENNER,0HE9,Canadian Natural Resources Limited,F22372    ,Amended,5-Apr-01,0HE9,Canadian Natural Resources Limited,B010,5-Apr-01,26-Aug-06,,283.2,283.2,,,,,,0.1,,,,,,1-Jan-02,1-Jan-16
ABGP0001851,,Gas Plant Sweet,,00/12-19-011-25W4,49.925664,-113.410319,GRANUM 12-19-11-25W4,GRANUM,0HE9,Canadian Natural Resources Limited,F732      ,Amended,8-Sep-06,0HE9,Canadian Natural Resources Limited,B040,1-Mar-01,8-Sep-06,,85,,,,,,,,0,,,,,1-Jan-94,1-May-07
ABGP0001852,,Gas Plant Sweet,,/10-20-073-01W6,,,BERKLEY PUSKWASKAU,PUSKWASKAU,0HE9,Canadian Natural Resources Limited,,,,,,,,,,,,,,,,,,,,,,,,
ABGP0001853,,Gas Plant Sweet,,02/14-28-059-22W5,54.135881,-117.24023,BIGSTONE PLANT 100/14-28-059-22W5 GP,KAYBOB SOUTH,0YA2,Peyto Exploration & Development Corp.,F13524    ,Amended,20-Sep-06,0YA2,Peyto Exploration & Development Corp.,B010,1-Feb-01,20-Sep-06,,"2,407.00",2262.9,0,0,0,0,382.3,0,0,,,,,1-Jan-94,1-Jul-25
ABGP0001854,,Gas Plant Sweet,,02/07-04-063-16W5,54.41898,-116.35158,TRILOGY TWO CREEK,TWO CREEK,0AW4,Paramount Resources Ltd.,F14005    ,Amended,23-Jan-01,0AW4,Paramount Resources Ltd.,B010,23-Jan-01,26-Aug-06,,"1,047.00",1018.8,,,,,64,,,,,,,1-Jan-94,1-Jul-25
ABGP0001855,,Gp Acid Gas Flaring,,00/09-15-084-14W5,56.282673,-116.111559,OBE SEAL 09-15-084-14W5 GP,SLAVE,0BP8,Obsidian Energy Ltd.,F16981    ,Amended,29-Aug-25,0BP8,Obsidian Energy Ltd.,C300,1-May-01,29-Aug-25,"Regenerative, Acid Gas Flaring",700,653,0,0,0,0,22.3,0,0.64,,,0.64,,1-Jan-94,1-Jul-25
ABGP0001856,,Gp Acid Gas Flaring%,,/08-09-040-03W4,52.425004,-110.368039,* PANCDN PROVOST-DAVID,PROVOST,A5D4,Cenovus Energy Inc.,F7643     ,Issued,6-Mar-01,A7H7,West Lake Energy Corp.,C300,6-Mar-01,,,124,,,,,,,,,,,,,,
ABGP0001857,,Gas Plant Sweet,,/16-35-006-22W4,49.521301,-112.855627,RENAISSANCE BLOOD NORTH 16-35,BLOOD,A9AX,Sharptail Energy Inc,F20978    ,Issued,1-Mar-01,A9AX,Sharptail Energy Inc,B010,1-Mar-01,,,369.16,,,,,,,,,,,,,1-Jan-94,1-Jul-25
ABGP0001858,,Gas Plant Sweet,,00/10-20-056-23W5,53.856703,-117.380986,WILDRIVER 10-20-56-23W5 GP,WILD RIVER,0YA2,Peyto Exploration & Development Corp.,F13131    ,Amended,4-Jul-24,0YA2,Peyto Exploration & Development Corp.,B010,1-May-01,4-Jul-24,,"2,483.00",2472.1,0,0,0,0,55.8,145.7,0,,,,,1-Jan-94,1-Jul-25
ABGP0001859,,Gas Plant Sweet,,00/13-04-037-25W4,52.156791,-113.523271,HILLSDOWN 13-4-37-25w4,THREE HILLS CREEK,0HE9,Canadian Natural Resources Limited,F6099     ,Amended,17-Oct-07,0HE9,Canadian Natural Resources Limited,B010,5-Dec-00,17-Oct-07,,620,583,0,0,0,0,51,0,0,,,,,1-Jan-94,1-Jul-25
ABGP0001860,,Gas Plant Sweet,,/12-22-087-09W6,56.560201,-119.353871,ENCAL WORSLEY,WORSLEY,A7XK,Blue Sky Resources Ltd.,F17305    ,Abandoned,22-Jun-07,A7XK,Blue Sky Resources Ltd.,B010,1-Mar-01,,,396,,,,,,,,,,,,,1-Jan-94,1-Oct-02
ABGP0001861,,Gp Acid Gas Flaring,,/02-23-064-06W5,54.54606,-114.7903,NEW CACHE DORIS,DORIS,A74Y,Tidewater Midstream and Infrastructure Ltd.,F14128    ,Abandoned,31-Oct-23,A74Y,Tidewater Midstream and Infrastructure Ltd.,C300,28-Feb-01,5-Oct-07,"Regenerative, Acid Gas Flaring",509,471.7,0,0,0,0,15.1,11.6,0.9,,,0.9,,1-Jan-94,1-Jun-14
ABGP0001862,,Gas Plant Sweet,,/01-18-071-03W6,55.141421,-118.436167,PETRO-CAN BEZANSON,BEZANSON,A12R,Birchcliff Energy Ltd.,F15077    ,Amended,4-May-06,A12R,Birchcliff Energy Ltd.,B010,6-Mar-01,26-Aug-06,,566,552,0,0,0,0,0,44,0,,,,,1-Jan-94,1-May-19
ABGP0001863,,Gas Plant Sweet,,00/01-03-077-07W6,55.63777,-118.984992,VALHALLA 1-3-77-7w6,VALHALLA,0HE9,Canadian Natural Resources Limited,F16047    ,Issued,28-Feb-01,0HE9,Canadian Natural Resources Limited,B010,28-Feb-01,,,360,,,,,,,,,,,,,1-Jan-94,1-Mar-15
ABGP0001864,,Gas Plant Sweet,,/16-32-023-23W4,51.00688,-113.170801,PANCDN CAVALIER,CAVALIER,A7AG,Lynx Energy ULC,F3368     ,Amended,6-Sep-01,A7AG,Lynx Energy ULC,B010,1-May-01,26-Aug-06,,"1,250.00",1211.6,0,0,0,0,25.2,0,0,0,,,,1-Jan-95,1-Jul-25
ABGP0001865,,Gas Plant Sweet,,00/16-09-075-04W6,55.488548,-118.546562,ANDERSON WOKING,WOKING,0HE9,Canadian Natural Resources Limited,F15552    ,Cancelled,27-Oct-06,0K29,Devon Canada Corporation,B010,28-Feb-01,,,135,,,,,,,,,,,,,,
ABGP0001866,,Gp Acid Gas Inj,,00/15-19-081-01W5,56.039528,-114.140728,GODIN 15-19-81-1W5,GODIN,0HE9,Canadian Natural Resources Limited,F16670    ,Abandoned,30-Sep-21,0HE9,Canadian Natural Resources Limited,B040,1-Mar-01,26-Aug-06,,155,,,,,,,,0,,,,,1-Jan-94,1-Apr-07
ABGP0001867,,Gas Plant Sweet,,/07-27-095-04W6,,,* SERENPET CRANBERRY,CRANBERRY,0HE9,Canadian Natural Resources Limited,,,,,,,,,,,,,,,,,,,,,,,,
ABGP0001868,,Gas Plant Sweet,,/11-03-060-25W5,54.161032,-117.666323,KAISER NEGUS,LELAND,A8NW,Kiwetinohk Energy Corp.,F13679    ,Amended,6-Sep-01,A8NW,Kiwetinohk Energy Corp.,B010,1-May-01,26-Aug-06,,425,415,,,,,31.5,,0,,,,,1-Jan-95,1-Jul-25
